,nombre_torneo,nro_jornada,fecha_partido,equipo_local,resultado,equipo_visitante,equipo_local_resultado,equipo_visitante_resultado
242,Liga Profesional Argentina 2017,Jornada 17,25 Mar 17,Patronato,1 - 1,Newell's Old Boys,1,1
243,Liga Profesional Argentina 2017,Jornada 17,28 Mar 17,Vélez Sarsfield,1 - 1,CA Huracán,1,1
244,Liga Profesional Argentina 2017,Jornada 17,16 Jun 17,Defensa y Justicia,1 - 2,Independiente,1,2
245,Liga Profesional Argentina 2017,Jornada 17,26 Mar 17,San Martín San Juan,1 - 2,Boca Juniors,1,2
246,Liga Profesional Argentina 2017,Jornada 17,28 Mar 17,Talleres Córdoba,1 - 0,Olimpo,1,0
247,Liga Profesional Argentina 2017,Jornada 17,25 Mar 17,Banfield,3 - 1,Unión Santa Fe,3,1
248,Liga Profesional Argentina 2017,Jornada 17,26 Mar 17,Colón,1 - 0,Lanús,1,0
249,Liga Profesional Argentina 2017,Jornada 17,26 Mar 17,River Plate,2 - 1,Belgrano,2,1
250,Liga Profesional Argentina 2017,Jornada 17,26 Mar 17,Racing Club,2 - 1,Godoy Cruz,2,1
251,Liga Profesional Argentina 2017,Jornada 17,25 Mar 17,San Lorenzo,3 - 0,Quilmes,3,0
252,Liga Profesional Argentina 2017,Jornada 17,25 Mar 17,Rosario Central,1 - 0,Tigre,1,0
253,Liga Profesional Argentina 2017,Jornada 17,25 Mar 17,Gimnasia La Plata,1 - 0,Sarmiento,1,0
254,Liga Profesional Argentina 2017,Jornada 17,26 Mar 17,Temperley,2 - 2,Atl.Tucumán,2,2
255,Liga Profesional Argentina 2017,Jornada 18,01 Abr 17,Temperley,1 - 0,Aldosivi,1,0
256,Liga Profesional Argentina 2017,Jornada 18,01 Abr 17,Atl.Tucumán,0 - 1,Gimnasia La Plata,0,1
257,Liga Profesional Argentina 2017,Jornada 18,02 Abr 17,Sarmiento,2 - 2,Rosario Central,2,2
258,Liga Profesional Argentina 2017,Jornada 18,02 Abr 17,Tigre,4 - 3,San Lorenzo,4,3
259,Liga Profesional Argentina 2017,Jornada 18,01 Abr 17,Quilmes,2 - 3,Racing Club,2,3
260,Liga Profesional Argentina 2017,Jornada 18,03 Abr 17,Godoy Cruz,1 - 2,River Plate,1,2
261,Liga Profesional Argentina 2017,Jornada 18,02 Abr 17,Belgrano,0 - 1,Colón,0,1
262,Liga Profesional Argentina 2017,Jornada 18,02 Abr 17,Lanús,4 - 2,Banfield,4,2
263,Liga Profesional Argentina 2017,Jornada 18,04 Abr 17,Unión Santa Fe,4 - 2,Talleres Córdoba,4,2
264,Liga Profesional Argentina 2017,Jornada 18,04 Abr 17,Olimpo,0 - 0,San Martín San Juan,0,0
265,Liga Profesional Argentina 2017,Jornada 18,02 Abr 17,Boca Juniors,1 - 0,Defensa y Justicia,1,0
266,Liga Profesional Argentina 2017,Jornada 18,01 Abr 17,Independiente,1 - 1,Vélez Sarsfield,1,1
267,Liga Profesional Argentina 2017,Jornada 18,03 Abr 17,CA Huracán,0 - 0,Patronato,0,0
268,Liga Profesional Argentina 2017,Jornada 18,01 Abr 17,Newell's Old Boys,1 - 0,Atletico Rafaela,1,0
269,Liga Profesional Argentina 2017,Jornada 18,02 Abr 17,Estudiantes La Plata,2 - 0,Arsenal de Sarandí,2,0
270,Liga Profesional Argentina 2017,Jornada 19,08 Abr 17,Aldosivi,1 - 4,Estudiantes La Plata,1,4
271,Liga Profesional Argentina 2017,Jornada 19,08 Abr 17,Arsenal de Sarandí,0 - 1,Newell's Old Boys,0,1
272,Liga Profesional Argentina 2017,Jornada 19,08 Abr 17,Atletico Rafaela,1 - 1,CA Huracán,1,1
273,Liga Profesional Argentina 2017,Jornada 19,09 Abr 17,Patronato,0 - 5,Independiente,0,5
274,Liga Profesional Argentina 2017,Jornada 19,10 Abr 17,Vélez Sarsfield,1 - 3,Boca Juniors,1,3
275,Liga Profesional Argentina 2017,Jornada 19,11 Abr 17,Defensa y Justicia,1 - 1,Olimpo,1,1
276,Liga Profesional Argentina 2017,Jornada 19,09 Abr 17,San Martín San Juan,0 - 0,Unión Santa Fe,0,0
277,Liga Profesional Argentina 2017,Jornada 19,09 Abr 17,Talleres Córdoba,3 - 1,Lanús,3,1
278,Liga Profesional Argentina 2017,Jornada 19,09 Abr 17,Banfield,2 - 0,Belgrano,2,0
279,Liga Profesional Argentina 2017,Jornada 19,08 Abr 17,Colón,1 - 0,Godoy Cruz,1,0
280,Liga Profesional Argentina 2017,Jornada 19,09 Abr 17,River Plate,2 - 0,Quilmes,2,0
281,Liga Profesional Argentina 2017,Jornada 19,20 Abr 17,Racing Club,4 - 1,Tigre,4,1
282,Liga Profesional Argentina 2017,Jornada 19,08 Abr 17,San Lorenzo,1 - 0,Sarmiento,1,0
283,Liga Profesional Argentina 2017,Jornada 19,08 Abr 17,Rosario Central,2 - 1,Atl.Tucumán,2,1
284,Liga Profesional Argentina 2017,Jornada 19,11 Abr 17,Gimnasia La Plata,1 - 1,Temperley,1,1
285,Liga Profesional Argentina 2017,Jornada 20,18 Abr 17,Gimnasia La Plata,1 - 0,Aldosivi,1,0
286,Liga Profesional Argentina 2017,Jornada 20,18 Abr 17,Temperley,1 - 2,Rosario Central,1,2
287,Liga Profesional Argentina 2017,Jornada 20,16 Abr 17,Atl.Tucumán,1 - 0,San Lorenzo,1,0
288,Liga Profesional Argentina 2017,Jornada 20,16 Abr 17,Sarmiento,1 - 2,Racing Club,1,2
289,Liga Profesional Argentina 2017,Jornada 20,17 Abr 17,Tigre,0 - 2,River Plate,0,2
290,Liga Profesional Argentina 2017,Jornada 20,16 Abr 17,Quilmes,0 - 1,Colón,0,1
291,Liga Profesional Argentina 2017,Jornada 20,16 Abr 17,Godoy Cruz,3 - 1,Banfield,3,1
292,Liga Profesional Argentina 2017,Jornada 20,15 Abr 17,Belgrano,1 - 1,Talleres Córdoba,1,1
293,Liga Profesional Argentina 2017,Jornada 20,15 Abr 17,Lanús,0 - 0,San Martín San Juan,0,0
294,Liga Profesional Argentina 2017,Jornada 20,17 Abr 17,Unión Santa Fe,0 - 2,Defensa y Justicia,0,2
295,Liga Profesional Argentina 2017,Jornada 20,16 Abr 17,Olimpo,0 - 1,Vélez Sarsfield,0,1
296,Liga Profesional Argentina 2017,Jornada 20,16 Abr 17,Boca Juniors,1 - 1,Patronato,1,1
297,Liga Profesional Argentina 2017,Jornada 20,15 Abr 17,Independiente,1 - 1,Atletico Rafaela,1,1
298,Liga Profesional Argentina 2017,Jornada 20,15 Abr 17,CA Huracán,1 - 2,Arsenal de Sarandí,1,2
299,Liga Profesional Argentina 2017,Jornada 20,15 Abr 17,Newell's Old Boys,0 - 0,Estudiantes La Plata,0,0
300,Liga Profesional Argentina 2017,Jornada 21,22 Abr 17,Aldosivi,0 - 3,Newell's Old Boys,0,3
301,Liga Profesional Argentina 2017,Jornada 21,23 Abr 17,Estudiantes La Plata,1 - 1,CA Huracán,1,1
302,Liga Profesional Argentina 2017,Jornada 21,24 Abr 17,Arsenal de Sarandí,0 - 2,Independiente,0,2
303,Liga Profesional Argentina 2017,Jornada 21,23 Abr 17,Atletico Rafaela,0 - 0,Boca Juniors,0,0
304,Liga Profesional Argentina 2017,Jornada 21,25 Abr 17,Patronato,3 - 4,Olimpo,3,4
305,Liga Profesional Argentina 2017,Jornada 21,22 Abr 17,Vélez Sarsfield,2 - 1,Unión Santa Fe,2,1
306,Liga Profesional Argentina 2017,Jornada 21,22 Abr 17,Defensa y Justicia,1 - 0,Lanús,1,0
307,Liga Profesional Argentina 2017,Jornada 21,23 Abr 17,San Martín San Juan,2 - 1,Belgrano,2,1
308,Liga Profesional Argentina 2017,Jornada 21,24 Abr 17,Talleres Córdoba,1 - 0,Godoy Cruz,1,0
309,Liga Profesional Argentina 2017,Jornada 21,22 Abr 17,Banfield,2 - 0,Quilmes,2,0
310,Liga Profesional Argentina 2017,Jornada 21,25 Abr 17,Colón,2 - 1,Tigre,2,1
311,Liga Profesional Argentina 2017,Jornada 21,23 Abr 17,River Plate,1 - 1,Sarmiento,1,1
312,Liga Profesional Argentina 2017,Jornada 21,22 Abr 17,Racing Club,4 - 3,Atl.Tucumán,4,3
313,Liga Profesional Argentina 2017,Jornada 21,22 Abr 17,San Lorenzo,0 - 1,Temperley,0,1
314,Liga Profesional Argentina 2017,Jornada 21,23 Abr 17,Rosario Central,2 - 1,Gimnasia La Plata,2,1
315,Liga Profesional Argentina 2017,Jornada 22,30 Abr 17,Rosario Central,2 - 0,Aldosivi,2,0
316,Liga Profesional Argentina 2017,Jornada 22,29 Abr 17,Gimnasia La Plata,0 - 1,San Lorenzo,0,1
317,Liga Profesional Argentina 2017,Jornada 22,30 Abr 17,Temperley,3 - 0,Racing Club,3,0
318,Liga Profesional Argentina 2017,Jornada 22,01 Jun 17,Atl.Tucumán,0 - 3,River Plate,0,3
319,Liga Profesional Argentina 2017,Jornada 22,29 Abr 17,Sarmiento,0 - 4,Colón,0,4
320,Liga Profesional Argentina 2017,Jornada 22,29 Abr 17,Tigre,0 - 1,Banfield,0,1
321,Liga Profesional Argentina 2017,Jornada 22,29 Abr 17,Quilmes,1 - 0,Talleres Córdoba,1,0
322,Liga Profesional Argentina 2017,Jornada 22,30 Abr 17,Godoy Cruz,0 - 0,San Martín San Juan,0,0
323,Liga Profesional Argentina 2017,Jornada 22,02 May 17,Belgrano,0 - 1,Defensa y Justicia,0,1
324,Liga Profesional Argentina 2017,Jornada 22,03 May 17,Lanús,2 - 0,Vélez Sarsfield,2,0
325,Liga Profesional Argentina 2017,Jornada 22,30 Abr 17,Unión Santa Fe,0 - 0,Patronato,0,0
326,Liga Profesional Argentina 2017,Jornada 22,01 May 17,Olimpo,1 - 2,Atletico Rafaela,1,2
327,Liga Profesional Argentina 2017,Jornada 22,01 May 17,Boca Juniors,3 - 0,Arsenal de Sarandí,3,0
328,Liga Profesional Argentina 2017,Jornada 22,29 Abr 17,Independiente,2 - 2,Estudiantes La Plata,2,2
329,Liga Profesional Argentina 2017,Jornada 22,29 Abr 17,CA Huracán,0 - 1,Newell's Old Boys,0,1
330,Liga Profesional Argentina 2017,Jornada 23,07 May 17,Aldosivi,0 - 3,CA Huracán,0,3
331,Liga Profesional Argentina 2017,Jornada 23,08 May 17,Newell's Old Boys,2 - 4,Independiente,2,4
332,Liga Profesional Argentina 2017,Jornada 23,07 May 17,Estudiantes La Plata,0 - 0,Boca Juniors,0,0
333,Liga Profesional Argentina 2017,Jornada 23,01 Jun 17,Arsenal de Sarandí,1 - 0,Olimpo,1,0
334,Liga Profesional Argentina 2017,Jornada 23,07 May 17,Atletico Rafaela,3 - 0,Unión Santa Fe,3,0
335,Liga Profesional Argentina 2017,Jornada 23,06 May 17,Patronato,0 - 2,Lanús,0,2
336,Liga Profesional Argentina 2017,Jornada 23,09 May 17,Vélez Sarsfield,1 - 2,Belgrano,1,2
337,Liga Profesional Argentina 2017,Jornada 23,07 May 17,Defensa y Justicia,0 - 0,Godoy Cruz,0,0
338,Liga Profesional Argentina 2017,Jornada 23,06 May 17,San Martín San Juan,1 - 0,Quilmes,1,0
339,Liga Profesional Argentina 2017,Jornada 23,06 May 17,Talleres Córdoba,1 - 2,Tigre,1,2
340,Liga Profesional Argentina 2017,Jornada 23,09 May 17,Banfield,2 - 0,Sarmiento,2,0
341,Liga Profesional Argentina 2017,Jornada 23,08 May 17,Colón,2 - 2,Atl.Tucumán,2,2
342,Liga Profesional Argentina 2017,Jornada 23,07 May 17,River Plate,4 - 1,Temperley,4,1
343,Liga Profesional Argentina 2017,Jornada 23,06 May 17,Racing Club,1 - 0,Gimnasia La Plata,1,0
344,Liga Profesional Argentina 2017,Jornada 23,07 May 17,San Lorenzo,2 - 1,Rosario Central,2,1
345,Liga Profesional Argentina 2017,Jornada 24,13 May 17,Atletico Rafaela,1 - 0,Atl.Tucumán,1,0
346,Liga Profesional Argentina 2017,Jornada 24,16 May 17,Arsenal de Sarandí,2 - 0,Temperley,2,0
347,Liga Profesional Argentina 2017,Jornada 24,13 May 17,Estudiantes La Plata,1 - 0,Gimnasia La Plata,1,0
348,Liga Profesional Argentina 2017,Jornada 24,14 May 17,Newell's Old Boys,1 - 3,Rosario Central,1,3
349,Liga Profesional Argentina 2017,Jornada 24,13 May 17,CA Huracán,0 - 1,San Lorenzo,0,1
350,Liga Profesional Argentina 2017,Jornada 24,15 May 17,Independiente,2 - 0,Racing Club,2,0
351,Liga Profesional Argentina 2017,Jornada 24,14 May 17,Boca Juniors,1 - 3,River Plate,1,3
352,Liga Profesional Argentina 2017,Jornada 24,14 May 17,Colón,1 - 1,Unión Santa Fe,1,1
353,Liga Profesional Argentina 2017,Jornada 24,13 May 17,Banfield,1 - 0,Lanús,1,0
354,Liga Profesional Argentina 2017,Jornada 24,13 May 17,Talleres Córdoba,1 - 1,Belgrano,1,1
355,Liga Profesional Argentina 2017,Jornada 24,13 May 17,San Martín San Juan,1 - 2,Godoy Cruz,1,2
356,Liga Profesional Argentina 2017,Jornada 24,16 May 17,Defensa y Justicia,2 - 0,Quilmes,2,0
357,Liga Profesional Argentina 2017,Jornada 24,16 May 17,Vélez Sarsfield,2 - 1,Tigre,2,1
358,Liga Profesional Argentina 2017,Jornada 24,15 May 17,Patronato,2 - 2,Sarmiento,2,2
359,Liga Profesional Argentina 2017,Jornada 24,14 May 17,Olimpo,2 - 0,Aldosivi,2,0
360,Liga Profesional Argentina 2017,Jornada 25,21 May 17,San Lorenzo,0 - 1,Aldosivi,0,1
361,Liga Profesional Argentina 2017,Jornada 25,22 May 17,Rosario Central,4 - 1,Racing Club,4,1
362,Liga Profesional Argentina 2017,Jornada 25,23 May 17,Gimnasia La Plata,0 - 3,River Plate,0,3
363,Liga Profesional Argentina 2017,Jornada 25,21 May 17,Temperley,3 - 0,Colón,3,0
364,Liga Profesional Argentina 2017,Jornada 25,20 May 17,Atl.Tucumán,3 - 0,Banfield,3,0
365,Liga Profesional Argentina 2017,Jornada 25,20 May 17,Sarmiento,1 - 4,Talleres Córdoba,1,4
366,Liga Profesional Argentina 2017,Jornada 25,21 May 17,Tigre,1 - 1,San Martín San Juan,1,1
367,Liga Profesional Argentina 2017,Jornada 25,22 May 17,Quilmes,0 - 2,Defensa y Justicia,0,2
368,Liga Profesional Argentina 2017,Jornada 25,21 May 17,Godoy Cruz,3 - 0,Vélez Sarsfield,3,0
369,Liga Profesional Argentina 2017,Jornada 25,20 May 17,Belgrano,1 - 1,Patronato,1,1
370,Liga Profesional Argentina 2017,Jornada 25,20 May 17,Lanús,2 - 0,Atletico Rafaela,2,0
371,Liga Profesional Argentina 2017,Jornada 25,21 May 17,Unión Santa Fe,0 - 1,Arsenal de Sarandí,0,1
372,Liga Profesional Argentina 2017,Jornada 25,23 May 17,Olimpo,3 - 1,Estudiantes La Plata,3,1
373,Liga Profesional Argentina 2017,Jornada 25,20 May 17,Boca Juniors,1 - 0,Newell's Old Boys,1,0
374,Liga Profesional Argentina 2017,Jornada 25,21 May 17,Independiente,2 - 1,CA Huracán,2,1
375,Liga Profesional Argentina 2017,Jornada 26,27 May 17,Aldosivi,0 - 0,Independiente,0,0
376,Liga Profesional Argentina 2017,Jornada 26,28 May 17,CA Huracán,1 - 1,Boca Juniors,1,1
377,Liga Profesional Argentina 2017,Jornada 26,27 May 17,Newell's Old Boys,3 - 2,Olimpo,3,2
378,Liga Profesional Argentina 2017,Jornada 26,30 May 17,Estudiantes La Plata,2 - 0,Unión Santa Fe,2,0
379,Liga Profesional Argentina 2017,Jornada 26,28 May 17,Arsenal de Sarandí,0 - 2,Lanús,0,2
380,Liga Profesional Argentina 2017,Jornada 26,28 May 17,Atletico Rafaela,1 - 2,Belgrano,1,2
381,Liga Profesional Argentina 2017,Jornada 26,29 May 17,Patronato,0 - 3,Godoy Cruz,0,3
382,Liga Profesional Argentina 2017,Jornada 26,30 May 17,Vélez Sarsfield,0 - 0,Quilmes,0,0
383,Liga Profesional Argentina 2017,Jornada 26,28 May 17,Defensa y Justicia,1 - 0,Tigre,1,0
384,Liga Profesional Argentina 2017,Jornada 26,28 May 17,San Martín San Juan,4 - 2,Sarmiento,4,2
385,Liga Profesional Argentina 2017,Jornada 26,28 May 17,Talleres Córdoba,2 - 1,Atl.Tucumán,2,1
386,Liga Profesional Argentina 2017,Jornada 26,27 May 17,Banfield,3 - 1,Temperley,3,1
387,Liga Profesional Argentina 2017,Jornada 26,27 May 17,Colón,1 - 2,Gimnasia La Plata,1,2
388,Liga Profesional Argentina 2017,Jornada 26,28 May 17,River Plate,0 - 0,Rosario Central,0,0
389,Liga Profesional Argentina 2017,Jornada 26,28 May 17,Racing Club,2 - 1,San Lorenzo,2,1
390,Liga Profesional Argentina 2017,Jornada 27,06 Jun 17,Racing Club,1 - 1,Aldosivi,1,1
391,Liga Profesional Argentina 2017,Jornada 27,04 Jun 17,San Lorenzo,2 - 1,River Plate,2,1
392,Liga Profesional Argentina 2017,Jornada 27,03 Jun 17,Rosario Central,0 - 0,Colón,0,0
393,Liga Profesional Argentina 2017,Jornada 27,04 Jun 17,Gimnasia La Plata,1 - 2,Banfield,1,2
394,Liga Profesional Argentina 2017,Jornada 27,03 Jun 17,Temperley,2 - 1,Talleres Córdoba,2,1
395,Liga Profesional Argentina 2017,Jornada 27,04 Jun 17,Atl.Tucumán,1 - 2,San Martín San Juan,1,2
396,Liga Profesional Argentina 2017,Jornada 27,03 Jun 17,Sarmiento,1 - 0,Defensa y Justicia,1,0
397,Liga Profesional Argentina 2017,Jornada 27,03 Jun 17,Tigre,0 - 3,Vélez Sarsfield,0,3
398,Liga Profesional Argentina 2017,Jornada 27,06 Jun 17,Quilmes,0 - 1,Patronato,0,1
399,Liga Profesional Argentina 2017,Jornada 27,03 Jun 17,Godoy Cruz,0 - 2,Atletico Rafaela,0,2
400,Liga Profesional Argentina 2017,Jornada 27,04 Jun 17,Belgrano,1 - 2,Arsenal de Sarandí,1,2
401,Liga Profesional Argentina 2017,Jornada 27,04 Jun 17,Lanús,1 - 0,Estudiantes La Plata,1,0
402,Liga Profesional Argentina 2017,Jornada 27,04 Jun 17,Unión Santa Fe,2 - 1,Newell's Old Boys,2,1
403,Liga Profesional Argentina 2017,Jornada 27,04 Jun 17,Olimpo,3 - 1,CA Huracán,3,1
404,Liga Profesional Argentina 2017,Jornada 27,05 Jun 17,Boca Juniors,3 - 0,Independiente,3,0
405,Liga Profesional Argentina 2017,Jornada 28,17 Jun 17,Aldosivi,0 - 4,Boca Juniors,0,4
406,Liga Profesional Argentina 2017,Jornada 28,18 Jun 17,Independiente,1 - 1,Olimpo,1,1
407,Liga Profesional Argentina 2017,Jornada 28,17 Jun 17,CA Huracán,1 - 0,Unión Santa Fe,1,0
408,Liga Profesional Argentina 2017,Jornada 28,18 Jun 17,Newell's Old Boys,1 - 1,Lanús,1,1
409,Liga Profesional Argentina 2017,Jornada 28,17 Jun 17,Estudiantes La Plata,2 - 0,Belgrano,2,0
410,Liga Profesional Argentina 2017,Jornada 28,17 Jun 17,Arsenal de Sarandí,1 - 2,Godoy Cruz,1,2
411,Liga Profesional Argentina 2017,Jornada 28,17 Jun 17,Atletico Rafaela,1 - 1,Quilmes,1,1
412,Liga Profesional Argentina 2017,Jornada 28,18 Jun 17,Patronato,0 - 2,Tigre,0,2
413,Liga Profesional Argentina 2017,Jornada 28,18 Jun 17,Vélez Sarsfield,5 - 1,Sarmiento,5,1
414,Liga Profesional Argentina 2017,Jornada 28,18 Jun 17,Defensa y Justicia,3 - 0,Atl.Tucumán,3,0
415,Liga Profesional Argentina 2017,Jornada 28,16 Jun 17,San Martín San Juan,0 - 1,Temperley,0,1
416,Liga Profesional Argentina 2017,Jornada 28,17 Jun 17,Talleres Córdoba,0 - 1,Gimnasia La Plata,0,1
417,Liga Profesional Argentina 2017,Jornada 28,17 Jun 17,Banfield,3 - 1,Rosario Central,3,1
418,Liga Profesional Argentina 2017,Jornada 28,16 Jun 17,Colón,2 - 1,San Lorenzo,2,1
419,Liga Profesional Argentina 2017,Jornada 28,18 Jun 17,River Plate,2 - 3,Racing Club,2,3
420,Liga Profesional Argentina 2017,Jornada 29,22 Jun 17,River Plate,1 - 0,Aldosivi,1,0
421,Liga Profesional Argentina 2017,Jornada 29,22 Jun 17,Racing Club,1 - 0,Colón,1,0
422,Liga Profesional Argentina 2017,Jornada 29,20 Jun 17,San Lorenzo,1 - 0,Banfield,1,0
423,Liga Profesional Argentina 2017,Jornada 29,21 Jun 17,Rosario Central,3 - 3,Talleres Córdoba,3,3
424,Liga Profesional Argentina 2017,Jornada 29,21 Jun 17,Gimnasia La Plata,2 - 0,San Martín San Juan,2,0
425,Liga Profesional Argentina 2017,Jornada 29,21 Jun 17,Temperley,2 - 3,Defensa y Justicia,2,3
426,Liga Profesional Argentina 2017,Jornada 29,23 Jun 17,Atl.Tucumán,1 - 1,Vélez Sarsfield,1,1
427,Liga Profesional Argentina 2017,Jornada 29,22 Jun 17,Sarmiento,1 - 3,Patronato,1,3
428,Liga Profesional Argentina 2017,Jornada 29,23 Jun 17,Tigre,1 - 0,Atletico Rafaela,1,0
429,Liga Profesional Argentina 2017,Jornada 29,21 Jun 17,Quilmes,2 - 2,Arsenal de Sarandí,2,2
430,Liga Profesional Argentina 2017,Jornada 29,23 Jun 17,Godoy Cruz,0 - 2,Estudiantes La Plata,0,2
431,Liga Profesional Argentina 2017,Jornada 29,22 Jun 17,Belgrano,2 - 1,Newell's Old Boys,2,1
432,Liga Profesional Argentina 2017,Jornada 29,22 Jun 17,Lanús,2 - 0,CA Huracán,2,0
433,Liga Profesional Argentina 2017,Jornada 29,23 Jun 17,Unión Santa Fe,0 - 3,Independiente,0,3
434,Liga Profesional Argentina 2017,Jornada 29,22 Jun 17,Olimpo,2 - 2,Boca Juniors,2,2
435,Liga Profesional Argentina 2017,Jornada 30,27 Jun 17,Aldosivi,0 - 3,Olimpo,0,3
436,Liga Profesional Argentina 2017,Jornada 30,25 Jun 17,Boca Juniors,2 - 1,Unión Santa Fe,2,1
437,Liga Profesional Argentina 2017,Jornada 30,28 Jun 17,Independiente,1 - 1,Lanús,1,1
438,Liga Profesional Argentina 2017,Jornada 30,27 Jun 17,CA Huracán,0 - 0,Belgrano,0,0
439,Liga Profesional Argentina 2017,Jornada 30,27 Jun 17,Newell's Old Boys,0 - 2,Godoy Cruz,0,2
440,Liga Profesional Argentina 2017,Jornada 30,27 Jun 17,Estudiantes La Plata,1 - 0,Quilmes,1,0
441,Liga Profesional Argentina 2017,Jornada 30,26 Jun 17,Arsenal de Sarandí,2 - 1,Tigre,2,1
442,Liga Profesional Argentina 2017,Jornada 30,25 Jun 17,Atletico Rafaela,2 - 3,Sarmiento,2,3
443,Liga Profesional Argentina 2017,Jornada 30,26 Jun 17,Patronato,1 - 1,Atl.Tucumán,1,1
444,Liga Profesional Argentina 2017,Jornada 30,27 Jun 17,Vélez Sarsfield,0 - 0,Temperley,0,0
445,Liga Profesional Argentina 2017,Jornada 30,24 Jun 17,Defensa y Justicia,1 - 0,Gimnasia La Plata,1,0
446,Liga Profesional Argentina 2017,Jornada 30,25 Jun 17,San Martín San Juan,1 - 1,Rosario Central,1,1
447,Liga Profesional Argentina 2017,Jornada 30,28 Jun 17,Talleres Córdoba,1 - 1,San Lorenzo,1,1
448,Liga Profesional Argentina 2017,Jornada 30,26 Jun 17,Banfield,1 - 3,Racing Club,1,3
449,Liga Profesional Argentina 2017,Jornada 30,26 Jun 17,Colón,0 - 0,River Plate,0,0
450,Liga Profesional Argentina 2018,Jornada 1,27 Ago 17,Boca Juniors,3 - 0,Olimpo,3,0
451,Liga Profesional Argentina 2018,Jornada 1,28 Ago 17,Temperley,0 - 1,River Plate,0,1
452,Liga Profesional Argentina 2018,Jornada 1,26 Ago 17,Tigre,0 - 3,Vélez Sarsfield,0,3
453,Liga Profesional Argentina 2018,Jornada 1,08 Oct 17,Argentinos Juniors,1 - 0,Chacarita Juniors,1,0
454,Liga Profesional Argentina 2018,Jornada 1,27 Ago 17,Independiente,3 - 1,CA Huracán,3,1
455,Liga Profesional Argentina 2018,Jornada 1,27 Ago 17,San Lorenzo,1 - 1,Racing Club,1,1
456,Liga Profesional Argentina 2018,Jornada 1,26 Ago 17,Defensa y Justicia,4 - 4,Gimnasia La Plata,4,4
457,Liga Profesional Argentina 2018,Jornada 1,29 Ago 17,Newell's Old Boys,1 - 1,Unión Santa Fe,1,1
458,Liga Profesional Argentina 2018,Jornada 1,26 Ago 17,Talleres Córdoba,5 - 2,Lanús,5,2
459,Liga Profesional Argentina 2018,Jornada 1,27 Ago 17,Atl.Tucumán,2 - 1,Godoy Cruz,2,1
460,Liga Profesional Argentina 2018,Jornada 1,27 Ago 17,San Martín San Juan,2 - 0,Patronato,2,0
461,Liga Profesional Argentina 2018,Jornada 1,26 Ago 17,Banfield,2 - 1,Belgrano,2,1
462,Liga Profesional Argentina 2018,Jornada 1,26 Ago 17,Colón,1 - 1,Rosario Central,1,1
463,Liga Profesional Argentina 2018,Jornada 1,29 Ago 17,Estudiantes La Plata,2 - 1,Arsenal de Sarandí,2,1
464,Liga Profesional Argentina 2018,Jornada 2,09 Sep 17,Estudiantes La Plata,0 - 1,Defensa y Justicia,0,1
465,Liga Profesional Argentina 2018,Jornada 2,09 Sep 17,Arsenal de Sarandí,0 - 1,Colón,0,1
466,Liga Profesional Argentina 2018,Jornada 2,10 Sep 17,Rosario Central,0 - 0,San Lorenzo,0,0
467,Liga Profesional Argentina 2018,Jornada 2,10 Sep 17,Racing Club,4 - 1,Temperley,4,1
468,Liga Profesional Argentina 2018,Jornada 2,10 Sep 17,River Plate,3 - 1,Banfield,3,1
469,Liga Profesional Argentina 2018,Jornada 2,09 Sep 17,Belgrano,1 - 0,San Martín San Juan,1,0
